2025-10-31 02:23:08,Mark,2,|purple||red||blue,green|yellow|||||white|||black|,green,purple,3,3,"[AI ERROR] No connection could be made because the target machine actively refused it. (127.0.0.1:8000)",Leg Bet,green
2025-10-31 02:23:24,Janice,2,|purple||red||blue|yellow||green|||white|||black|,purple,3,3,"[AI ERROR] No connection could be made because the target machine actively refused it. (127.0.0.1:8000)",Pyramid Roll,green rolled 3
2025-10-31 02:24:37,Mark,3,|purple||red||blue|yellow||green|||white|||black|,green,purple,red,blue,yellow,grey,3,4,"[AI ERROR] No connection could be made because the target machine actively refused it. (127.0.0.1:8000)",Final Bet,loser
2025-10-31 02:25:47,Janice,3,|purple||red||blue|yellow||green|||white|||black|,green,purple,red,blue,yellow,grey,3,4,"[AI ERROR] No connection could be made because the target machine actively refused it. (127.0.0.1:8000)",Desert Tile,-1 space 11
2025-10-31 02:26:03,Michael,3,|purple||red||blue|yellow||green|||white|||black|,green,purple,red,blue,yellow,grey,3,4,"[AI ERROR] No connection could be made because the target machine actively refused it. (127.0.0.1:8000)",Leg Bet,green
2025-10-31 02:26:15,Zoey,3,|purple||red||blue|yellow||green|||white|||black|,green,purple,red,blue,yellow,grey,3,5,"[AI ERROR] No connection could be made because the target machine actively refused it. (127.0.0.1:8000)",Final Bet,loser
2025-10-31 02:26:19,Gabby,3,|purple||red||blue|yellow||green|||white|||black|,green,purple,red,blue,yellow,grey,4,5,"[AI ERROR] No connection could be made because the target machine actively refused it. (127.0.0.1:8000)",Final Bet,winner
2025-10-31 02:26:33,Mark,3,|||red,purple||blue|yellow||green|||white|||black|,green,red,blue,yellow,grey,4,5,"[AI ERROR] No connection could be made because the target machine actively refused it. (127.0.0.1:8000)",Pyramid Roll,purple rolled 2
2025-10-31 02:26:56,Janice,3,|||red,purple||blue|yellow||green|||white|black|||,green,red,blue,yellow,4,5,"[AI ERROR] No connection could be made because the target machine actively refused it. (127.0.0.1:8000)",Pyramid Roll,grey rolled 2
2025-10-31 02:27:05,Michael,3,|||red,purple||blue|yellow||green|||white|black|||,green,red,blue,yellow,4,5,"[AI ERROR] No connection could be made because the target machine actively refused it. (127.0.0.1:8000)",Leg Bet,green
2025-10-31 02:27:15,Zoey,3,|||red,purple|||yellow||green,blue|||white|black|||,green,red,yellow,4,5,"[AI ERROR] No connection could be made because the target machine actively refused it. (127.0.0.1:8000)",Pyramid Roll,blue rolled 3
2025-10-31 02:27:26,Gabby,3,|||red,purple|||yellow||green,blue|||white|black|||,green,red,yellow,4,5,"[AI ERROR] No connection could be made because the target machine actively refused it. (127.0.0.1:8000)",Leg Bet,blue
2025-10-31 02:27:32,Mark,3,|||red,purple|||yellow||green,blue|||white|black|||,green,red,yellow,4,5,"[AI ERROR] No connection could be made because the target machine actively refused it. (127.0.0.1:8000)",Leg Bet,blue
2025-10-31 02:27:36,Janice,3,|||red,purple|||yellow||green,blue|||white|black|||,green,red,yellow,4,5,"[AI ERROR] No connection could be made because the target machine actively refused it. (127.0.0.1:8000)",Leg Bet,blue
2025-10-31 02:27:44,Michael,3,|||red,purple|||yellow||green,blue|||white|black|||,green,red,yellow,4,5,"[AI ERROR] No connection could be made because the target machine actively refused it. (127.0.0.1:8000)",Leg Bet,blue
2025-10-31 02:27:53,Zoey,3,|||red,purple|||yellow||green,blue|||white|black|||,green,red,yellow,4,5,"[AI ERROR] No connection could be made because the target machine actively refused it. (127.0.0.1:8000)",Leg Bet,yellow
2025-10-31 02:28:31,Gabby,3,|||red,purple|||||green,blue|yellow||white|black|||,green,red,4,5,"[AI ERROR] No connection could be made because the target machine actively refused it. (127.0.0.1:8000)",Pyramid Roll,yellow rolled 3
2025-10-31 02:28:40,Mark,3,|||red,purple|||||green,blue|yellow||white|black|||,green,red,4,5,"[AI ERROR] No connection could be made because the target machine actively refused it. (127.0.0.1:8000)",Leg Bet,yellow
2025-10-31 02:28:53,Janice,3,|||red,purple|||||green,blue|yellow||white|black|||,green,red,4,5,"[AI ERROR] No connection could be made because the target machine actively refused it. (127.0.0.1:8000)",Leg Bet,yellow
2025-10-31 02:28:56,Michael,3,|||red,purple|||||green,blue|yellow||white|black|||,green,red,4,5,"[AI ERROR] No connection could be made because the target machine actively refused it. (127.0.0.1:8000)",Leg Bet,yellow
2025-10-31 02:29:47,Zoey,3,||||||red,purple||green,blue|yellow||white|black|||,green,4,5,"[AI ERROR] No connection could be made because the target machine actively refused it. (127.0.0.1:8000)",Pyramid Roll,red rolled 3
2025-10-31 02:30:26,Janice,4,||||||red,purple|||yellow|green,blue|white|black|||,purple,red,blue,yellow,grey,4,5,"[AI ERROR] No connection could be made because the target machine actively refused it. (127.0.0.1:8000)",Pyramid Roll,green rolled 2
2025-10-31 02:30:42,Michael,4,||||||red,purple|||yellow|green,blue|white|black|||,purple,red,blue,yellow,grey,4,6,"[AI ERROR] No connection could be made because the target machine actively refused it. (127.0.0.1:8000)",Final Bet,loser
2025-10-31 02:30:52,Zoey,4,||||||red,purple||||green,blue|white|black,yellow|||,purple,red,blue,grey,4,6,"[AI ERROR] No connection could be made because the target machine actively refused it. (127.0.0.1:8000)",Pyramid Roll,yellow rolled 3
2025-10-31 02:31:21,Gabby,4,||||||red||purple||green,blue|white|black,yellow|||,red,blue,grey,4,6,"[AI ERROR] No connection could be made because the target machine actively refused it. (127.0.0.1:8000)",Pyramid Roll,purple rolled 2
2025-10-31 02:31:27,Mark,4,||||||red||purple||green,blue|white|black,yellow|||,red,blue,grey,4,6,"[AI ERROR] No connection could be made because the target machine actively refused it. (127.0.0.1:8000)",Leg Bet,green
2025-10-31 02:31:30,Janice,4,||||||red||purple||green,blue|white|black,yellow|||,red,blue,grey,4,7,"[AI ERROR] No connection could be made because the target machine actively refused it. (127.0.0.1:8000)",Final Bet,loser
2025-10-31 02:31:39,Michael,4,||||||red||purple||green,blue|white|black,yellow|||,red,blue,grey,4,7,"[AI ERROR] No connection could be made because the target machine actively refused it. (127.0.0.1:8000)",Leg Bet,blue
2025-10-31 02:31:43,Zoey,4,||||||red||purple||green,blue|white|black,yellow|||,red,blue,grey,4,7,"[AI ERROR] No connection could be made because the target machine actively refused it. (127.0.0.1:8000)",Leg Bet,yellow
2025-10-31 02:31:52,Gabby,4,||||||red||purple||green,blue|white|black,yellow|||,red,blue,grey,4,7,"[AI ERROR] No connection could be made because the target machine actively refused it. (127.0.0.1:8000)",Leg Bet,yellow
2025-10-31 02:32:31,Mark,4,||||||red||purple||green,blue|white|black,yellow|||,red,blue,grey,4,7,"[AI ERROR] No connection could be made because the target machine actively refused it. (127.0.0.1:8000)",Leg Bet,blue
2025-10-31 02:32:41,Janice,4,|||||||red|purple||green,blue|white|black,yellow|||,blue,grey,4,7,"[AI ERROR] No connection could be made because the target machine actively refused it. (127.0.0.1:8000)",Pyramid Roll,red rolled 1
2025-10-31 02:32:50,Michael,4,|||||||red|purple||green,blue|white|black,yellow|||,blue,grey,4,7,"[AI ERROR] No connection could be made because the target machine actively refused it. (127.0.0.1:8000)",Leg Bet,yellow
2025-10-31 02:32:56,Zoey,4,|||||||red|purple||green,blue|white|black,yellow|||,blue,grey,4,7,"[AI ERROR] No connection could be made because the target machine actively refused it. (127.0.0.1:8000)",Leg Bet,blue
2025-10-31 02:33:36,Gabby,4,|||||||red|purple||green|white|black,yellow,blue|||,grey,4,7,"[AI ERROR] No connection could be made because the target machine actively refused it. (127.0.0.1:8000)",Pyramid Roll,blue rolled 2
